"","Manufacturer","Product","Gauge.Unit","Gauge","B..Tesla.","Frequency..Hz.","Temperature..C.","Loss..W.kg."
"1","Thyssenkrupp","020-130Y320","mm",0.2,0,50,NA,NA
"2","Thyssenkrupp","020-130Y320","mm",0.2,0.1,50,NA,NA
"3","Thyssenkrupp","020-130Y320","mm",0.2,0.2,50,NA,NA
"4","Thyssenkrupp","020-130Y320","mm",0.2,0.3,50,NA,NA
"5","Thyssenkrupp","020-130Y320","mm",0.2,0.4,50,NA,NA
"6","Thyssenkrupp","020-130Y320","mm",0.2,0.5,50,NA,0.27
"7","Thyssenkrupp","020-130Y320","mm",0.2,0.6,50,NA,0.36
"8","Thyssenkrupp","020-130Y320","mm",0.2,0.7,50,NA,0.47
"9","Thyssenkrupp","020-130Y320","mm",0.2,0.8,50,NA,0.6
"10","Thyssenkrupp","020-130Y320","mm",0.2,0.9,50,NA,0.74
"11","Thyssenkrupp","020-130Y320","mm",0.2,1,50,NA,0.9
"12","Thyssenkrupp","020-130Y320","mm",0.2,1.1,50,NA,1.1
"13","Thyssenkrupp","020-130Y320","mm",0.2,1.2,50,NA,1.35
"14","Thyssenkrupp","020-130Y320","mm",0.2,1.3,50,NA,1.65
"15","Thyssenkrupp","020-130Y320","mm",0.2,1.4,50,NA,2.06
"16","Thyssenkrupp","020-130Y320","mm",0.2,1.5,50,NA,2.51
"17","Thyssenkrupp","020-130Y320","mm",0.2,1.6,50,NA,2.92
"18","Thyssenkrupp","020-130Y320","mm",0.2,1.7,50,NA,3.3
"19","Thyssenkrupp","020-130Y320","mm",0.2,1.8,50,NA,3.59
"20","Thyssenkrupp","020-130Y320","mm",0.2,0,60,NA,NA
"21","Thyssenkrupp","020-130Y320","mm",0.2,0.1,60,NA,NA
"22","Thyssenkrupp","020-130Y320","mm",0.2,0.2,60,NA,NA
"23","Thyssenkrupp","020-130Y320","mm",0.2,0.3,60,NA,NA
"24","Thyssenkrupp","020-130Y320","mm",0.2,0.4,60,NA,NA
"25","Thyssenkrupp","020-130Y320","mm",0.2,0.5,60,NA,0.33
"26","Thyssenkrupp","020-130Y320","mm",0.2,0.6,60,NA,0.45
"27","Thyssenkrupp","020-130Y320","mm",0.2,0.7,60,NA,0.58
"28","Thyssenkrupp","020-130Y320","mm",0.2,0.8,60,NA,0.74
"29","Thyssenkrupp","020-130Y320","mm",0.2,0.9,60,NA,0.91
"30","Thyssenkrupp","020-130Y320","mm",0.2,1,60,NA,1.11
"31","Thyssenkrupp","020-130Y320","mm",0.2,1.1,60,NA,1.36
"32","Thyssenkrupp","020-130Y320","mm",0.2,1.2,60,NA,1.66
"33","Thyssenkrupp","020-130Y320","mm",0.2,1.3,60,NA,2.03
"34","Thyssenkrupp","020-130Y320","mm",0.2,1.4,60,NA,2.53
"35","Thyssenkrupp","020-130Y320","mm",0.2,1.5,60,NA,3.06
"36","Thyssenkrupp","020-130Y320","mm",0.2,1.6,60,NA,3.59
"37","Thyssenkrupp","020-130Y320","mm",0.2,1.7,60,NA,4.04
"38","Thyssenkrupp","020-130Y320","mm",0.2,1.8,60,NA,4.41
"39","Thyssenkrupp","020-130Y320","mm",0.2,0,400,NA,NA
"40","Thyssenkrupp","020-130Y320","mm",0.2,0.1,400,NA,NA
"41","Thyssenkrupp","020-130Y320","mm",0.2,0.2,400,NA,0.68
"42","Thyssenkrupp","020-130Y320","mm",0.2,0.3,400,NA,1.44
"43","Thyssenkrupp","020-130Y320","mm",0.2,0.4,400,NA,2.42
"44","Thyssenkrupp","020-130Y320","mm",0.2,0.5,400,NA,3.59
"45","Thyssenkrupp","020-130Y320","mm",0.2,0.6,400,NA,4.93
"46","Thyssenkrupp","020-130Y320","mm",0.2,0.7,400,NA,6.46
"47","Thyssenkrupp","020-130Y320","mm",0.2,0.8,400,NA,8.16
"48","Thyssenkrupp","020-130Y320","mm",0.2,0.9,400,NA,10.07
"49","Thyssenkrupp","020-130Y320","mm",0.2,1,400,NA,12.21
"50","Thyssenkrupp","020-130Y320","mm",0.2,1.1,400,NA,14.71
"51","Thyssenkrupp","020-130Y320","mm",0.2,1.2,400,NA,17.73
"52","Thyssenkrupp","020-130Y320","mm",0.2,1.3,400,NA,21.6
"53","Thyssenkrupp","020-130Y320","mm",0.2,1.4,400,NA,26.51
"54","Thyssenkrupp","020-130Y320","mm",0.2,1.5,400,NA,32.17
"55","Thyssenkrupp","020-130Y320","mm",0.2,1.6,400,NA,NA
"56","Thyssenkrupp","020-130Y320","mm",0.2,1.7,400,NA,NA
"57","Thyssenkrupp","020-130Y320","mm",0.2,1.8,400,NA,NA
"58","Thyssenkrupp","020-130Y320","mm",0.2,0,1000,NA,NA
"59","Thyssenkrupp","020-130Y320","mm",0.2,0.1,1000,NA,NA
"60","Thyssenkrupp","020-130Y320","mm",0.2,0.2,1000,NA,2.49
"61","Thyssenkrupp","020-130Y320","mm",0.2,0.3,1000,NA,5.3
"62","Thyssenkrupp","020-130Y320","mm",0.2,0.4,1000,NA,8.91
"63","Thyssenkrupp","020-130Y320","mm",0.2,0.5,1000,NA,13.26
"64","Thyssenkrupp","020-130Y320","mm",0.2,0.6,1000,NA,18.32
"65","Thyssenkrupp","020-130Y320","mm",0.2,0.7,1000,NA,24.08
"66","Thyssenkrupp","020-130Y320","mm",0.2,0.8,1000,NA,30.52
"67","Thyssenkrupp","020-130Y320","mm",0.2,0.9,1000,NA,37.91
"68","Thyssenkrupp","020-130Y320","mm",0.2,1,1000,NA,46.17
"69","Thyssenkrupp","020-130Y320","mm",0.2,1.1,1000,NA,55.62
"70","Thyssenkrupp","020-130Y320","mm",0.2,1.2,1000,NA,66.76
"71","Thyssenkrupp","020-130Y320","mm",0.2,1.3,1000,NA,80.75
"72","Thyssenkrupp","020-130Y320","mm",0.2,1.4,1000,NA,99.08
"73","Thyssenkrupp","020-130Y320","mm",0.2,1.5,1000,NA,120.98
"74","Thyssenkrupp","020-130Y320","mm",0.2,1.6,1000,NA,NA
"75","Thyssenkrupp","020-130Y320","mm",0.2,1.7,1000,NA,NA
"76","Thyssenkrupp","020-130Y320","mm",0.2,1.8,1000,NA,NA
"77","Thyssenkrupp","020-130Y320","mm",0.2,0,2000,NA,NA
"78","Thyssenkrupp","020-130Y320","mm",0.2,0.1,2000,NA,NA
"79","Thyssenkrupp","020-130Y320","mm",0.2,0.2,2000,NA,9.31
"80","Thyssenkrupp","020-130Y320","mm",0.2,0.3,2000,NA,19.48
"81","Thyssenkrupp","020-130Y320","mm",0.2,0.4,2000,NA,32.53
"82","Thyssenkrupp","020-130Y320","mm",0.2,0.5,2000,NA,48.79
"83","Thyssenkrupp","020-130Y320","mm",0.2,0.6,2000,NA,68.62
"84","Thyssenkrupp","020-130Y320","mm",0.2,0.7,2000,NA,92.44
"85","Thyssenkrupp","020-130Y320","mm",0.2,0.8,2000,NA,121.43
"86","Thyssenkrupp","020-130Y320","mm",0.2,0.9,2000,NA,155.81
"87","Thyssenkrupp","020-130Y320","mm",0.2,1,2000,NA,196.89
"88","Thyssenkrupp","020-130Y320","mm",0.2,1.1,2000,NA,244.89
"89","Thyssenkrupp","020-130Y320","mm",0.2,1.2,2000,NA,303.62
"90","Thyssenkrupp","020-130Y320","mm",0.2,1.3,2000,NA,370.31
"91","Thyssenkrupp","020-130Y320","mm",0.2,1.4,2000,NA,NA
"92","Thyssenkrupp","020-130Y320","mm",0.2,1.5,2000,NA,NA
"93","Thyssenkrupp","020-130Y320","mm",0.2,1.6,2000,NA,NA
"94","Thyssenkrupp","020-130Y320","mm",0.2,1.7,2000,NA,NA
"95","Thyssenkrupp","020-130Y320","mm",0.2,1.8,2000,NA,NA
"96","Thyssenkrupp","020-150Y370","mm",0.2,0,50,NA,NA
"97","Thyssenkrupp","020-150Y370","mm",0.2,0.1,50,NA,NA
"98","Thyssenkrupp","020-150Y370","mm",0.2,0.2,50,NA,NA
"99","Thyssenkrupp","020-150Y370","mm",0.2,0.3,50,NA,NA
"100","Thyssenkrupp","020-150Y370","mm",0.2,0.4,50,NA,NA
"101","Thyssenkrupp","020-150Y370","mm",0.2,0.5,50,NA,0.27
"102","Thyssenkrupp","020-150Y370","mm",0.2,0.6,50,NA,0.36
"103","Thyssenkrupp","020-150Y370","mm",0.2,0.7,50,NA,0.47
"104","Thyssenkrupp","020-150Y370","mm",0.2,0.8,50,NA,0.6
"105","Thyssenkrupp","020-150Y370","mm",0.2,0.9,50,NA,0.74
"106","Thyssenkrupp","020-150Y370","mm",0.2,1,50,NA,0.9
"107","Thyssenkrupp","020-150Y370","mm",0.2,1.1,50,NA,1.1
"108","Thyssenkrupp","020-150Y370","mm",0.2,1.2,50,NA,1.35
"109","Thyssenkrupp","020-150Y370","mm",0.2,1.3,50,NA,1.65
"110","Thyssenkrupp","020-150Y370","mm",0.2,1.4,50,NA,2.06
"111","Thyssenkrupp","020-150Y370","mm",0.2,1.5,50,NA,2.51
"112","Thyssenkrupp","020-150Y370","mm",0.2,1.6,50,NA,2.92
"113","Thyssenkrupp","020-150Y370","mm",0.2,1.7,50,NA,3.3
"114","Thyssenkrupp","020-150Y370","mm",0.2,1.8,50,NA,3.59
"115","Thyssenkrupp","020-150Y370","mm",0.2,0,60,NA,NA
"116","Thyssenkrupp","020-150Y370","mm",0.2,0.1,60,NA,NA
"117","Thyssenkrupp","020-150Y370","mm",0.2,0.2,60,NA,NA
"118","Thyssenkrupp","020-150Y370","mm",0.2,0.3,60,NA,NA
"119","Thyssenkrupp","020-150Y370","mm",0.2,0.4,60,NA,NA
"120","Thyssenkrupp","020-150Y370","mm",0.2,0.5,60,NA,0.33
"121","Thyssenkrupp","020-150Y370","mm",0.2,0.6,60,NA,0.45
"122","Thyssenkrupp","020-150Y370","mm",0.2,0.7,60,NA,0.58
"123","Thyssenkrupp","020-150Y370","mm",0.2,0.8,60,NA,0.74
"124","Thyssenkrupp","020-150Y370","mm",0.2,0.9,60,NA,0.91
"125","Thyssenkrupp","020-150Y370","mm",0.2,1,60,NA,1.11
"126","Thyssenkrupp","020-150Y370","mm",0.2,1.1,60,NA,1.36
"127","Thyssenkrupp","020-150Y370","mm",0.2,1.2,60,NA,1.66
"128","Thyssenkrupp","020-150Y370","mm",0.2,1.3,60,NA,2.03
"129","Thyssenkrupp","020-150Y370","mm",0.2,1.4,60,NA,2.53
"130","Thyssenkrupp","020-150Y370","mm",0.2,1.5,60,NA,3.06
"131","Thyssenkrupp","020-150Y370","mm",0.2,1.6,60,NA,3.59
"132","Thyssenkrupp","020-150Y370","mm",0.2,1.7,60,NA,4.04
"133","Thyssenkrupp","020-150Y370","mm",0.2,1.8,60,NA,4.41
"134","Thyssenkrupp","020-150Y370","mm",0.2,0,400,NA,NA
"135","Thyssenkrupp","020-150Y370","mm",0.2,0.1,400,NA,NA
"136","Thyssenkrupp","020-150Y370","mm",0.2,0.2,400,NA,0.68
"137","Thyssenkrupp","020-150Y370","mm",0.2,0.3,400,NA,1.44
"138","Thyssenkrupp","020-150Y370","mm",0.2,0.4,400,NA,2.42
"139","Thyssenkrupp","020-150Y370","mm",0.2,0.5,400,NA,3.59
"140","Thyssenkrupp","020-150Y370","mm",0.2,0.6,400,NA,4.93
"141","Thyssenkrupp","020-150Y370","mm",0.2,0.7,400,NA,6.46
"142","Thyssenkrupp","020-150Y370","mm",0.2,0.8,400,NA,8.16
"143","Thyssenkrupp","020-150Y370","mm",0.2,0.9,400,NA,10.07
"144","Thyssenkrupp","020-150Y370","mm",0.2,1,400,NA,12.21
"145","Thyssenkrupp","020-150Y370","mm",0.2,1.1,400,NA,14.71
"146","Thyssenkrupp","020-150Y370","mm",0.2,1.2,400,NA,17.73
"147","Thyssenkrupp","020-150Y370","mm",0.2,1.3,400,NA,21.6
"148","Thyssenkrupp","020-150Y370","mm",0.2,1.4,400,NA,26.51
"149","Thyssenkrupp","020-150Y370","mm",0.2,1.5,400,NA,32.17
"150","Thyssenkrupp","020-150Y370","mm",0.2,1.6,400,NA,NA
"151","Thyssenkrupp","020-150Y370","mm",0.2,1.7,400,NA,NA
"152","Thyssenkrupp","020-150Y370","mm",0.2,1.8,400,NA,NA
"153","Thyssenkrupp","020-150Y370","mm",0.2,0,1000,NA,NA
"154","Thyssenkrupp","020-150Y370","mm",0.2,0.1,1000,NA,NA
"155","Thyssenkrupp","020-150Y370","mm",0.2,0.2,1000,NA,2.49
"156","Thyssenkrupp","020-150Y370","mm",0.2,0.3,1000,NA,5.3
"157","Thyssenkrupp","020-150Y370","mm",0.2,0.4,1000,NA,8.91
"158","Thyssenkrupp","020-150Y370","mm",0.2,0.5,1000,NA,13.26
"159","Thyssenkrupp","020-150Y370","mm",0.2,0.6,1000,NA,18.32
"160","Thyssenkrupp","020-150Y370","mm",0.2,0.7,1000,NA,24.08
"161","Thyssenkrupp","020-150Y370","mm",0.2,0.8,1000,NA,30.52
"162","Thyssenkrupp","020-150Y370","mm",0.2,0.9,1000,NA,37.91
"163","Thyssenkrupp","020-150Y370","mm",0.2,1,1000,NA,46.17
"164","Thyssenkrupp","020-150Y370","mm",0.2,1.1,1000,NA,55.62
"165","Thyssenkrupp","020-150Y370","mm",0.2,1.2,1000,NA,66.76
"166","Thyssenkrupp","020-150Y370","mm",0.2,1.3,1000,NA,80.75
"167","Thyssenkrupp","020-150Y370","mm",0.2,1.4,1000,NA,99.08
"168","Thyssenkrupp","020-150Y370","mm",0.2,1.5,1000,NA,120.98
"169","Thyssenkrupp","020-150Y370","mm",0.2,1.6,1000,NA,NA
"170","Thyssenkrupp","020-150Y370","mm",0.2,1.7,1000,NA,NA
"171","Thyssenkrupp","020-150Y370","mm",0.2,1.8,1000,NA,NA
"172","Thyssenkrupp","020-150Y370","mm",0.2,0,2000,NA,NA
"173","Thyssenkrupp","020-150Y370","mm",0.2,0.1,2000,NA,NA
"174","Thyssenkrupp","020-150Y370","mm",0.2,0.2,2000,NA,7.13
"175","Thyssenkrupp","020-150Y370","mm",0.2,0.3,2000,NA,15.14
"176","Thyssenkrupp","020-150Y370","mm",0.2,0.4,2000,NA,25.25
"177","Thyssenkrupp","020-150Y370","mm",0.2,0.5,2000,NA,37.55
"178","Thyssenkrupp","020-150Y370","mm",0.2,0.6,2000,NA,52.1
"179","Thyssenkrupp","020-150Y370","mm",0.2,0.7,2000,NA,68.82
"180","Thyssenkrupp","020-150Y370","mm",0.2,0.8,2000,NA,87.82
"181","Thyssenkrupp","020-150Y370","mm",0.2,0.9,2000,NA,109.71
"182","Thyssenkrupp","020-150Y370","mm",0.2,1,2000,NA,134.76
"183","Thyssenkrupp","020-150Y370","mm",0.2,1.1,2000,NA,163.62
"184","Thyssenkrupp","020-150Y370","mm",0.2,1.2,2000,NA,197.87
"185","Thyssenkrupp","020-150Y370","mm",0.2,1.3,2000,NA,239.02
"186","Thyssenkrupp","020-150Y370","mm",0.2,1.4,2000,NA,293.73
"187","Thyssenkrupp","020-150Y370","mm",0.2,1.5,2000,NA,364.02
"188","Thyssenkrupp","020-150Y370","mm",0.2,1.6,2000,NA,NA
"189","Thyssenkrupp","020-150Y370","mm",0.2,1.7,2000,NA,NA
"190","Thyssenkrupp","020-150Y370","mm",0.2,1.8,2000,NA,NA
"191","Thyssenkrupp","027-150Y370","mm",0.27,0,50,NA,NA
"192","Thyssenkrupp","027-150Y370","mm",0.27,0.1,50,NA,NA
"193","Thyssenkrupp","027-150Y370","mm",0.27,0.2,50,NA,NA
"194","Thyssenkrupp","027-150Y370","mm",0.27,0.3,50,NA,NA
"195","Thyssenkrupp","027-150Y370","mm",0.27,0.4,50,NA,NA
"196","Thyssenkrupp","027-150Y370","mm",0.27,0.5,50,NA,0.37
"197","Thyssenkrupp","027-150Y370","mm",0.27,0.6,50,NA,0.49
"198","Thyssenkrupp","027-150Y370","mm",0.27,0.7,50,NA,0.62
"199","Thyssenkrupp","027-150Y370","mm",0.27,0.8,50,NA,0.77
"200","Thyssenkrupp","027-150Y370","mm",0.27,0.9,50,NA,0.93
"201","Thyssenkrupp","027-150Y370","mm",0.27,1,50,NA,1.11
"202","Thyssenkrupp","027-150Y370","mm",0.27,1.1,50,NA,1.32
"203","Thyssenkrupp","027-150Y370","mm",0.27,1.2,50,NA,1.54
"204","Thyssenkrupp","027-150Y370","mm",0.27,1.3,50,NA,1.81
"205","Thyssenkrupp","027-150Y370","mm",0.27,1.4,50,NA,2.14
"206","Thyssenkrupp","027-150Y370","mm",0.27,1.5,50,NA,2.52
"207","Thyssenkrupp","027-150Y370","mm",0.27,1.6,50,NA,2.84
"208","Thyssenkrupp","027-150Y370","mm",0.27,1.7,50,NA,3.11
"209","Thyssenkrupp","027-150Y370","mm",0.27,1.8,50,NA,3.38
"210","Thyssenkrupp","027-150Y370","mm",0.27,0,60,NA,NA
"211","Thyssenkrupp","027-150Y370","mm",0.27,0.1,60,NA,NA
"212","Thyssenkrupp","027-150Y370","mm",0.27,0.2,60,NA,NA
"213","Thyssenkrupp","027-150Y370","mm",0.27,0.3,60,NA,NA
"214","Thyssenkrupp","027-150Y370","mm",0.27,0.4,60,NA,NA
"215","Thyssenkrupp","027-150Y370","mm",0.27,0.5,60,NA,0.44
"216","Thyssenkrupp","027-150Y370","mm",0.27,0.6,60,NA,0.59
"217","Thyssenkrupp","027-150Y370","mm",0.27,0.7,60,NA,0.75
"218","Thyssenkrupp","027-150Y370","mm",0.27,0.8,60,NA,0.93
"219","Thyssenkrupp","027-150Y370","mm",0.27,0.9,60,NA,1.13
"220","Thyssenkrupp","027-150Y370","mm",0.27,1,60,NA,1.35
"221","Thyssenkrupp","027-150Y370","mm",0.27,1.1,60,NA,1.59
"222","Thyssenkrupp","027-150Y370","mm",0.27,1.2,60,NA,1.87
"223","Thyssenkrupp","027-150Y370","mm",0.27,1.3,60,NA,2.21
"224","Thyssenkrupp","027-150Y370","mm",0.27,1.4,60,NA,2.61
"225","Thyssenkrupp","027-150Y370","mm",0.27,1.5,60,NA,3.07
"226","Thyssenkrupp","027-150Y370","mm",0.27,1.6,60,NA,3.45
"227","Thyssenkrupp","027-150Y370","mm",0.27,1.7,60,NA,3.77
"228","Thyssenkrupp","027-150Y370","mm",0.27,1.8,60,NA,4.06
"229","Thyssenkrupp","027-150Y370","mm",0.27,0,400,NA,NA
"230","Thyssenkrupp","027-150Y370","mm",0.27,0.1,400,NA,NA
"231","Thyssenkrupp","027-150Y370","mm",0.27,0.2,400,NA,0.83
"232","Thyssenkrupp","027-150Y370","mm",0.27,0.3,400,NA,1.8
"233","Thyssenkrupp","027-150Y370","mm",0.27,0.4,400,NA,3.01
"234","Thyssenkrupp","027-150Y370","mm",0.27,0.5,400,NA,4.44
"235","Thyssenkrupp","027-150Y370","mm",0.27,0.6,400,NA,6.07
"236","Thyssenkrupp","027-150Y370","mm",0.27,0.7,400,NA,7.9
"237","Thyssenkrupp","027-150Y370","mm",0.27,0.8,400,NA,9.94
"238","Thyssenkrupp","027-150Y370","mm",0.27,0.9,400,NA,12.18
"239","Thyssenkrupp","027-150Y370","mm",0.27,1,400,NA,14.69
"240","Thyssenkrupp","027-150Y370","mm",0.27,1.1,400,NA,17.49
"241","Thyssenkrupp","027-150Y370","mm",0.27,1.2,400,NA,20.67
"242","Thyssenkrupp","027-150Y370","mm",0.27,1.3,400,NA,24.4
"243","Thyssenkrupp","027-150Y370","mm",0.27,1.4,400,NA,29.15
"244","Thyssenkrupp","027-150Y370","mm",0.27,1.5,400,NA,35.05
"245","Thyssenkrupp","027-150Y370","mm",0.27,1.6,400,NA,NA
"246","Thyssenkrupp","027-150Y370","mm",0.27,1.7,400,NA,NA
"247","Thyssenkrupp","027-150Y370","mm",0.27,1.8,400,NA,NA
"248","Thyssenkrupp","027-150Y370","mm",0.27,0,1000,NA,NA
"249","Thyssenkrupp","027-150Y370","mm",0.27,0.1,1000,NA,NA
"250","Thyssenkrupp","027-150Y370","mm",0.27,0.2,1000,NA,3.05
"251","Thyssenkrupp","027-150Y370","mm",0.27,0.3,1000,NA,6.51
"252","Thyssenkrupp","027-150Y370","mm",0.27,0.4,1000,NA,10.88
"253","Thyssenkrupp","027-150Y370","mm",0.27,0.5,1000,NA,16.17
"254","Thyssenkrupp","027-150Y370","mm",0.27,0.6,1000,NA,22.31
"255","Thyssenkrupp","027-150Y370","mm",0.27,0.7,1000,NA,29.32
"256","Thyssenkrupp","027-150Y370","mm",0.27,0.8,1000,NA,37.41
"257","Thyssenkrupp","027-150Y370","mm",0.27,0.9,1000,NA,46.67
"258","Thyssenkrupp","027-150Y370","mm",0.27,1,1000,NA,57.23
"259","Thyssenkrupp","027-150Y370","mm",0.27,1.1,1000,NA,69.5
"260","Thyssenkrupp","027-150Y370","mm",0.27,1.2,1000,NA,83.6
"261","Thyssenkrupp","027-150Y370","mm",0.27,1.3,1000,NA,99.7
"262","Thyssenkrupp","027-150Y370","mm",0.27,1.4,1000,NA,119.39
"263","Thyssenkrupp","027-150Y370","mm",0.27,1.5,1000,NA,144.72
"264","Thyssenkrupp","027-150Y370","mm",0.27,1.6,1000,NA,NA
"265","Thyssenkrupp","027-150Y370","mm",0.27,1.7,1000,NA,NA
"266","Thyssenkrupp","027-150Y370","mm",0.27,1.8,1000,NA,NA
"267","Thyssenkrupp","027-150Y370","mm",0.27,0,2000,NA,NA
"268","Thyssenkrupp","027-150Y370","mm",0.27,0.1,2000,NA,NA
"269","Thyssenkrupp","027-150Y370","mm",0.27,0.2,2000,NA,8.67
"270","Thyssenkrupp","027-150Y370","mm",0.27,0.3,2000,NA,18.33
"271","Thyssenkrupp","027-150Y370","mm",0.27,0.4,2000,NA,30.55
"272","Thyssenkrupp","027-150Y370","mm",0.27,0.5,2000,NA,45.54
"273","Thyssenkrupp","027-150Y370","mm",0.27,0.6,2000,NA,63.43
"274","Thyssenkrupp","027-150Y370","mm",0.27,0.7,2000,NA,84.63
"275","Thyssenkrupp","027-150Y370","mm",0.27,0.8,2000,NA,109.88
"276","Thyssenkrupp","027-150Y370","mm",0.27,0.9,2000,NA,139.49
"277","Thyssenkrupp","027-150Y370","mm",0.27,1,2000,NA,174.03
"278","Thyssenkrupp","027-150Y370","mm",0.27,1.1,2000,NA,215.11
"279","Thyssenkrupp","027-150Y370","mm",0.27,1.2,2000,NA,262.64
"280","Thyssenkrupp","027-150Y370","mm",0.27,1.3,2000,NA,315.08
"281","Thyssenkrupp","027-150Y370","mm",0.27,1.4,2000,NA,378.75
"282","Thyssenkrupp","027-150Y370","mm",0.27,1.5,2000,NA,462.33
"283","Thyssenkrupp","027-150Y370","mm",0.27,1.6,2000,NA,NA
"284","Thyssenkrupp","027-150Y370","mm",0.27,1.7,2000,NA,NA
"285","Thyssenkrupp","027-150Y370","mm",0.27,1.8,2000,NA,NA
"286","Thyssenkrupp","027-180Y370","mm",0.27,0,50,NA,NA
"287","Thyssenkrupp","027-180Y370","mm",0.27,0.1,50,NA,NA
"288","Thyssenkrupp","027-180Y370","mm",0.27,0.2,50,NA,NA
"289","Thyssenkrupp","027-180Y370","mm",0.27,0.3,50,NA,NA
"290","Thyssenkrupp","027-180Y370","mm",0.27,0.4,50,NA,NA
"291","Thyssenkrupp","027-180Y370","mm",0.27,0.5,50,NA,0.37
"292","Thyssenkrupp","027-180Y370","mm",0.27,0.6,50,NA,0.49
"293","Thyssenkrupp","027-180Y370","mm",0.27,0.7,50,NA,0.62
"294","Thyssenkrupp","027-180Y370","mm",0.27,0.8,50,NA,0.77
"295","Thyssenkrupp","027-180Y370","mm",0.27,0.9,50,NA,0.93
"296","Thyssenkrupp","027-180Y370","mm",0.27,1,50,NA,1.11
"297","Thyssenkrupp","027-180Y370","mm",0.27,1.1,50,NA,1.32
"298","Thyssenkrupp","027-180Y370","mm",0.27,1.2,50,NA,1.54
"299","Thyssenkrupp","027-180Y370","mm",0.27,1.3,50,NA,1.81
"300","Thyssenkrupp","027-180Y370","mm",0.27,1.4,50,NA,2.14
"301","Thyssenkrupp","027-180Y370","mm",0.27,1.5,50,NA,2.52
"302","Thyssenkrupp","027-180Y370","mm",0.27,1.6,50,NA,2.84
"303","Thyssenkrupp","027-180Y370","mm",0.27,1.7,50,NA,3.11
"304","Thyssenkrupp","027-180Y370","mm",0.27,1.8,50,NA,3.38
"305","Thyssenkrupp","027-180Y370","mm",0.27,0,60,NA,NA
"306","Thyssenkrupp","027-180Y370","mm",0.27,0.1,60,NA,NA
"307","Thyssenkrupp","027-180Y370","mm",0.27,0.2,60,NA,NA
"308","Thyssenkrupp","027-180Y370","mm",0.27,0.3,60,NA,NA
"309","Thyssenkrupp","027-180Y370","mm",0.27,0.4,60,NA,NA
"310","Thyssenkrupp","027-180Y370","mm",0.27,0.5,60,NA,0.44
"311","Thyssenkrupp","027-180Y370","mm",0.27,0.6,60,NA,0.59
"312","Thyssenkrupp","027-180Y370","mm",0.27,0.7,60,NA,0.75
"313","Thyssenkrupp","027-180Y370","mm",0.27,0.8,60,NA,0.93
"314","Thyssenkrupp","027-180Y370","mm",0.27,0.9,60,NA,1.13
"315","Thyssenkrupp","027-180Y370","mm",0.27,1,60,NA,1.35
"316","Thyssenkrupp","027-180Y370","mm",0.27,1.1,60,NA,1.59
"317","Thyssenkrupp","027-180Y370","mm",0.27,1.2,60,NA,1.87
"318","Thyssenkrupp","027-180Y370","mm",0.27,1.3,60,NA,2.21
"319","Thyssenkrupp","027-180Y370","mm",0.27,1.4,60,NA,2.61
"320","Thyssenkrupp","027-180Y370","mm",0.27,1.5,60,NA,3.07
"321","Thyssenkrupp","027-180Y370","mm",0.27,1.6,60,NA,3.45
"322","Thyssenkrupp","027-180Y370","mm",0.27,1.7,60,NA,3.77
"323","Thyssenkrupp","027-180Y370","mm",0.27,1.8,60,NA,4.06
"324","Thyssenkrupp","027-180Y370","mm",0.27,1.9,60,NA,4.31
"325","Thyssenkrupp","027-180Y370","mm",0.27,0,400,NA,NA
"326","Thyssenkrupp","027-180Y370","mm",0.27,0.1,400,NA,NA
"327","Thyssenkrupp","027-180Y370","mm",0.27,0.2,400,NA,0.83
"328","Thyssenkrupp","027-180Y370","mm",0.27,0.3,400,NA,1.8
"329","Thyssenkrupp","027-180Y370","mm",0.27,0.4,400,NA,3.01
"330","Thyssenkrupp","027-180Y370","mm",0.27,0.5,400,NA,4.44
"331","Thyssenkrupp","027-180Y370","mm",0.27,0.6,400,NA,6.07
"332","Thyssenkrupp","027-180Y370","mm",0.27,0.7,400,NA,7.9
"333","Thyssenkrupp","027-180Y370","mm",0.27,0.8,400,NA,9.94
"334","Thyssenkrupp","027-180Y370","mm",0.27,0.9,400,NA,12.18
"335","Thyssenkrupp","027-180Y370","mm",0.27,1,400,NA,14.69
"336","Thyssenkrupp","027-180Y370","mm",0.27,1.1,400,NA,17.49
"337","Thyssenkrupp","027-180Y370","mm",0.27,1.2,400,NA,20.67
"338","Thyssenkrupp","027-180Y370","mm",0.27,1.3,400,NA,24.4
"339","Thyssenkrupp","027-180Y370","mm",0.27,1.4,400,NA,29.15
"340","Thyssenkrupp","027-180Y370","mm",0.27,1.5,400,NA,35.05
"341","Thyssenkrupp","027-180Y370","mm",0.27,1.6,400,NA,NA
"342","Thyssenkrupp","027-180Y370","mm",0.27,1.7,400,NA,NA
"343","Thyssenkrupp","027-180Y370","mm",0.27,1.8,400,NA,NA
"344","Thyssenkrupp","027-180Y370","mm",0.27,0,1000,NA,NA
"345","Thyssenkrupp","027-180Y370","mm",0.27,0.1,1000,NA,NA
"346","Thyssenkrupp","027-180Y370","mm",0.27,0.2,1000,NA,3.05
"347","Thyssenkrupp","027-180Y370","mm",0.27,0.3,1000,NA,6.51
"348","Thyssenkrupp","027-180Y370","mm",0.27,0.4,1000,NA,10.88
"349","Thyssenkrupp","027-180Y370","mm",0.27,0.5,1000,NA,16.17
