"","Manufacturer","Product","Gauge.Unit","Gauge","B..Tesla.","Frequency..Hz.","Temperature..C.","Loss..W.kg."
"12622","Nippon Steels","50H1000","mm",NA,0.1,100,NA,0.1072
"12623","Nippon Steels","50H1000","mm",NA,0.2,100,NA,0.4549
"12624","Nippon Steels","50H1000","mm",NA,0.3,100,NA,1.0357
"12625","Nippon Steels","50H1000","mm",NA,0.4,100,NA,1.7235
"12626","Nippon Steels","50H1000","mm",NA,0.5,100,NA,2.4877
"12627","Nippon Steels","50H1000","mm",NA,0.6,100,NA,3.369
"12628","Nippon Steels","50H1000","mm",NA,0.7,100,NA,4.3739
"12629","Nippon Steels","50H1000","mm",NA,0.8,100,NA,5.508
"12630","Nippon Steels","50H1000","mm",NA,0.9,100,NA,6.8512
"12631","Nippon Steels","50H1000","mm",NA,1,100,NA,8.2984
"12632","Nippon Steels","50H1000","mm",NA,1.1,100,NA,9.8047
"12633","Nippon Steels","50H1000","mm",NA,1.2,100,NA,11.5503
"12634","Nippon Steels","50H1000","mm",NA,1.3,100,NA,13.386
"12635","Nippon Steels","50H1000","mm",NA,1.4,100,NA,15.7347
"12636","Nippon Steels","50H1000","mm",NA,1.5,100,NA,18.3042
"12637","Nippon Steels","50H1000","mm",NA,1.55,100,NA,19.7082
"12638","Nippon Steels","50H1000","mm",NA,1.6,100,NA,21.2096
"12639","Nippon Steels","50H1000","mm",NA,1.65,100,NA,NA
"12640","Nippon Steels","50H1000","mm",NA,1.7,100,NA,NA
"12641","Nippon Steels","50H1000","mm",NA,1.75,100,NA,NA
"12642","Nippon Steels","50H1000","mm",NA,1.8,100,NA,NA
"12643","Nippon Steels","50H1000","mm",NA,0,400,NA,0
"12644","Nippon Steels","50H1000","mm",NA,0.1,400,NA,0.6876
"12645","Nippon Steels","50H1000","mm",NA,0.2,400,NA,2.9988
"12646","Nippon Steels","50H1000","mm",NA,0.3,400,NA,6.2264
"12647","Nippon Steels","50H1000","mm",NA,0.4,400,NA,10.3886
"12648","Nippon Steels","50H1000","mm",NA,0.5,400,NA,15.3074
"12649","Nippon Steels","50H1000","mm",NA,0.6,400,NA,22.2475
"12650","Nippon Steels","50H1000","mm",NA,0.7,400,NA,29.9002
"12651","Nippon Steels","50H1000","mm",NA,0.8,400,NA,38.9893
"12652","Nippon Steels","50H1000","mm",NA,0.9,400,NA,50.0284
"12653","Nippon Steels","50H1000","mm",NA,1,400,NA,64.3156
"12654","Nippon Steels","50H1000","mm",NA,1.1,400,NA,78.8551
"12655","Nippon Steels","50H1000","mm",NA,1.2,400,NA,95.2283
"12656","Nippon Steels","50H1000","mm",NA,1.3,400,NA,115.4977
"12657","Nippon Steels","50H1000","mm",NA,1.4,400,NA,140.2914
"12658","Nippon Steels","50H1000","mm",NA,1.5,400,NA,165.865
"12659","Nippon Steels","50H1000","mm",NA,1.55,400,NA,178.8982
"12660","Nippon Steels","50H1000","mm",NA,1.6,400,NA,192.7561
"12661","Nippon Steels","50H1000","mm",NA,1.65,400,NA,206.6139
"12662","Nippon Steels","50H1000","mm",NA,1.7,400,NA,NA
"12663","Nippon Steels","50H1000","mm",NA,1.75,400,NA,NA
"12664","Nippon Steels","50H1000","mm",NA,1.8,400,NA,NA
"12665","Nippon Steels","50H1000","mm",NA,0,1000,NA,0
"12666","Nippon Steels","50H1000","mm",NA,0.1,1000,NA,3.0366
"12667","Nippon Steels","50H1000","mm",NA,0.2,1000,NA,10.3513
"12668","Nippon Steels","50H1000","mm",NA,0.3,1000,NA,21.2614
"12669","Nippon Steels","50H1000","mm",NA,0.4,1000,NA,37.9313
"12670","Nippon Steels","50H1000","mm",NA,0.5,1000,NA,59.296
"12671","Nippon Steels","50H1000","mm",NA,0.6,1000,NA,85.838
"12672","Nippon Steels","50H1000","mm",NA,0.7,1000,NA,119.4152
"12673","Nippon Steels","50H1000","mm",NA,0.8,1000,NA,161.072
"12674","Nippon Steels","50H1000","mm",NA,0.9,1000,NA,206.037
"12675","Nippon Steels","50H1000","mm",NA,1,1000,NA,251.002
"12676","Nippon Steels","50H1000","mm",NA,1.1,1000,NA,295.967
"12677","Nippon Steels","50H1000","mm",NA,1.2,1000,NA,NA
"12678","Nippon Steels","50H1000","mm",NA,1.3,1000,NA,NA
"12679","Nippon Steels","50H1000","mm",NA,1.4,1000,NA,NA
"12680","Nippon Steels","50H1000","mm",NA,1.5,1000,NA,NA
"12681","Nippon Steels","50H1000","mm",NA,1.55,1000,NA,NA
"12682","Nippon Steels","50H1000","mm",NA,1.6,1000,NA,NA
"12683","Nippon Steels","50H1000","mm",NA,1.65,1000,NA,NA
"12684","Nippon Steels","50H1000","mm",NA,1.7,1000,NA,NA
"12685","Nippon Steels","50H1000","mm",0.5,1.75,1000,NA,NA
"12686","Nippon Steels","50H1000","mm",0.5,1.8,1000,NA,NA
"12687","Nippon Steels","50H1300","mm",0.5,0,50,NA,0
"12688","Nippon Steels","50H1300","mm",0.5,0.1,50,NA,0.0737
"12689","Nippon Steels","50H1300","mm",0.5,0.2,50,NA,0.2158
"12690","Nippon Steels","50H1300","mm",0.5,0.3,50,NA,0.5009
"12691","Nippon Steels","50H1300","mm",0.5,0.4,50,NA,0.8264
"12692","Nippon Steels","50H1300","mm",0.5,0.5,50,NA,1.1981
"12693","Nippon Steels","50H1300","mm",0.5,0.6,50,NA,1.6437
"12694","Nippon Steels","50H1300","mm",0.5,0.7,50,NA,2.1382
"12695","Nippon Steels","50H1300","mm",0.5,0.8,50,NA,2.6126
"12696","Nippon Steels","50H1300","mm",0.5,0.9,50,NA,3.1943
"12697","Nippon Steels","50H1300","mm",0.5,1,50,NA,3.8222
"12698","Nippon Steels","50H1300","mm",0.5,1.1,50,NA,4.4709
"12699","Nippon Steels","50H1300","mm",0.5,1.2,50,NA,5.2829
"12700","Nippon Steels","50H1300","mm",0.5,1.3,50,NA,6.1815
"12701","Nippon Steels","50H1300","mm",0.5,1.4,50,NA,7.1835
"12702","Nippon Steels","50H1300","mm",0.5,1.5,50,NA,8.2682
"12703","Nippon Steels","50H1300","mm",0.5,1.55,50,NA,8.8472
"12704","Nippon Steels","50H1300","mm",0.5,1.6,50,NA,9.3962
"12705","Nippon Steels","50H1300","mm",0.5,1.65,50,NA,9.8918
"12706","Nippon Steels","50H1300","mm",0.5,1.7,50,NA,10.3874
"12707","Nippon Steels","50H1300","mm",0.5,1.75,50,NA,10.8831
"12708","Nippon Steels","50H1300","mm",0.5,1.8,50,NA,11.3787
"12709","Nippon Steels","50H1300","mm",0.5,0,60,NA,0
"12710","Nippon Steels","50H1300","mm",0.5,0.1,60,NA,0.085
"12711","Nippon Steels","50H1300","mm",0.5,0.2,60,NA,0.2674
"12712","Nippon Steels","50H1300","mm",0.5,0.3,60,NA,0.6268
"12713","Nippon Steels","50H1300","mm",0.5,0.4,60,NA,1.058
"12714","Nippon Steels","50H1300","mm",0.5,0.5,60,NA,1.5504
"12715","Nippon Steels","50H1300","mm",0.5,0.6,60,NA,2.082
"12716","Nippon Steels","50H1300","mm",0.5,0.7,60,NA,2.6665
"12717","Nippon Steels","50H1300","mm",0.5,0.8,60,NA,3.3616
"12718","Nippon Steels","50H1300","mm",0.5,0.9,60,NA,4.117
"12719","Nippon Steels","50H1300","mm",0.5,1,60,NA,4.9386
"12720","Nippon Steels","50H1300","mm",0.5,1.1,60,NA,5.7466
"12721","Nippon Steels","50H1300","mm",0.5,1.2,60,NA,6.6698
"12722","Nippon Steels","50H1300","mm",0.5,1.3,60,NA,7.788
"12723","Nippon Steels","50H1300","mm",NA,1.4,60,NA,9.1458
"12724","Nippon Steels","50H1300","mm",NA,1.5,60,NA,10.5481
"12725","Nippon Steels","50H1300","mm",NA,1.55,60,NA,11.2322
"12726","Nippon Steels","50H1300","mm",NA,1.6,60,NA,11.9163
"12727","Nippon Steels","50H1300","mm",NA,1.65,60,NA,12.5305
"12728","Nippon Steels","50H1300","mm",NA,1.7,60,NA,13.0812
"12729","Nippon Steels","50H1300","mm",NA,1.75,60,NA,13.632
"12730","Nippon Steels","50H1300","mm",NA,1.8,60,NA,14.1827
"12731","Nippon Steels","50H1300","mm",NA,0,100,NA,0
"12732","Nippon Steels","50H1300","mm",NA,0.1,100,NA,0.12
"12733","Nippon Steels","50H1300","mm",NA,0.2,100,NA,0.5447
"12734","Nippon Steels","50H1300","mm",NA,0.3,100,NA,1.2205
"12735","Nippon Steels","50H1300","mm",NA,0.4,100,NA,2.0127
"12736","Nippon Steels","50H1300","mm",NA,0.5,100,NA,2.8417
"12737","Nippon Steels","50H1300","mm",NA,0.6,100,NA,3.9196
"12738","Nippon Steels","50H1300","mm",NA,0.7,100,NA,5.0697
"12739","Nippon Steels","50H1300","mm",NA,0.8,100,NA,6.5371
"12740","Nippon Steels","50H1300","mm",NA,0.9,100,NA,8.0091
"12741","Nippon Steels","50H1300","mm",NA,1,100,NA,9.4955
"12742","Nippon Steels","50H1300","mm",NA,1.1,100,NA,11.187
"12743","Nippon Steels","50H1300","mm",NA,1.2,100,NA,13.2951
"12744","Nippon Steels","50H1300","mm",NA,1.3,100,NA,15.9694
"12745","Nippon Steels","50H1300","mm",NA,1.4,100,NA,18.6178
"12746","Nippon Steels","50H1300","mm",NA,1.5,100,NA,21.3787
"12747","Nippon Steels","50H1300","mm",NA,1.55,100,NA,22.8717
"12748","Nippon Steels","50H1300","mm",NA,1.6,100,NA,24.3646
"12749","Nippon Steels","50H1300","mm",NA,1.65,100,NA,NA
"12750","Nippon Steels","50H1300","mm",NA,1.7,100,NA,NA
"12751","Nippon Steels","50H1300","mm",NA,1.75,100,NA,NA
"12752","Nippon Steels","50H1300","mm",NA,1.8,100,NA,NA
"12753","Nippon Steels","50H1300","mm",NA,0,400,NA,0
"12754","Nippon Steels","50H1300","mm",NA,0.1,400,NA,0.8136
"12755","Nippon Steels","50H1300","mm",NA,0.2,400,NA,3.6368
"12756","Nippon Steels","50H1300","mm",NA,0.3,400,NA,7.3498
"12757","Nippon Steels","50H1300","mm",NA,0.4,400,NA,11.8848
"12758","Nippon Steels","50H1300","mm",NA,0.5,400,NA,17.725
"12759","Nippon Steels","50H1300","mm",NA,0.6,400,NA,25.0906
"12760","Nippon Steels","50H1300","mm",NA,0.7,400,NA,32.6553
"12761","Nippon Steels","50H1300","mm",NA,0.8,400,NA,44.7192
"12762","Nippon Steels","50H1300","mm",NA,0.9,400,NA,58.2721
"12763","Nippon Steels","50H1300","mm",NA,1,400,NA,73.4162
"12764","Nippon Steels","50H1300","mm",NA,1.1,400,NA,89.0502
"12765","Nippon Steels","50H1300","mm",NA,1.2,400,NA,111.6683
"12766","Nippon Steels","50H1300","mm",NA,1.3,400,NA,138.0876
"12767","Nippon Steels","50H1300","mm",NA,1.4,400,NA,167.576
"12768","Nippon Steels","50H1300","mm",NA,1.5,400,NA,194.392
"12769","Nippon Steels","50H1300","mm",NA,1.55,400,NA,207.1494
"12770","Nippon Steels","50H1300","mm",NA,1.6,400,NA,218.1954
"12771","Nippon Steels","50H1300","mm",NA,1.65,400,NA,229.2414
"12772","Nippon Steels","50H1300","mm",NA,1.7,400,NA,NA
"12773","Nippon Steels","50H1300","mm",NA,1.75,400,NA,NA
"12774","Nippon Steels","50H1300","mm",NA,1.8,400,NA,NA
"12775","Nippon Steels","50H1300","mm",NA,0,1000,NA,0
"12776","Nippon Steels","50H1300","mm",NA,0.1,1000,NA,4.2586
"12777","Nippon Steels","50H1300","mm",NA,0.2,1000,NA,12.5134
"12778","Nippon Steels","50H1300","mm",NA,0.3,1000,NA,25.5486
"12779","Nippon Steels","50H1300","mm",NA,0.4,1000,NA,43.919
"12780","Nippon Steels","50H1300","mm",NA,0.5,1000,NA,65.3591
"12781","Nippon Steels","50H1300","mm",NA,0.6,1000,NA,97.49
"12782","Nippon Steels","50H1300","mm",NA,0.7,1000,NA,143.4888
"12783","Nippon Steels","50H1300","mm",NA,0.8,1000,NA,191.4816
"12784","Nippon Steels","50H1300","mm",NA,0.9,1000,NA,239.4743
"12785","Nippon Steels","50H1300","mm",NA,1,1000,NA,287.4671
"12786","Nippon Steels","50H1300","mm",NA,1.1,1000,NA,335.4599
"12787","Nippon Steels","50H1300","mm",NA,1.2,1000,NA,383.4526
"12788","Nippon Steels","50H1300","mm",NA,1.3,1000,NA,NA
"12789","Nippon Steels","50H1300","mm",NA,1.4,1000,NA,NA
"12790","Nippon Steels","50H1300","mm",NA,1.5,1000,NA,NA
"12791","Nippon Steels","50H1300","mm",NA,1.55,1000,NA,NA
"12792","Nippon Steels","50H1300","mm",NA,1.6,1000,NA,NA
"12793","Nippon Steels","50H1300","mm",NA,1.65,1000,NA,NA
"12794","Nippon Steels","50H1300","mm",NA,1.7,1000,NA,NA
"12795","Nippon Steels","50H1300","mm",NA,1.75,1000,NA,NA
"12796","Nippon Steels","50H1300","mm",NA,1.8,1000,NA,NA
"12797","Nippon Steels","50H230","mm",NA,0,50,NA,0
"12798","Nippon Steels","50H230","mm",NA,0.1,50,NA,0.0387
"12799","Nippon Steels","50H230","mm",NA,0.2,50,NA,0.0773
"12800","Nippon Steels","50H230","mm",NA,0.3,50,NA,0.1309
"12801","Nippon Steels","50H230","mm",NA,0.4,50,NA,0.2069
"12802","Nippon Steels","50H230","mm",NA,0.5,50,NA,0.3046
"12803","Nippon Steels","50H230","mm",NA,0.6,50,NA,0.4228
"12804","Nippon Steels","50H230","mm",NA,0.7,50,NA,0.5305
"12805","Nippon Steels","50H230","mm",NA,0.8,50,NA,0.6676
"12806","Nippon Steels","50H230","mm",NA,0.9,50,NA,0.8093
"12807","Nippon Steels","50H230","mm",NA,1,50,NA,0.9503
"12808","Nippon Steels","50H230","mm",NA,1.1,50,NA,1.1335
"12809","Nippon Steels","50H230","mm",NA,1.2,50,NA,1.343
"12810","Nippon Steels","50H230","mm",NA,1.3,50,NA,1.5897
"12811","Nippon Steels","50H230","mm",NA,1.4,50,NA,1.8512
"12812","Nippon Steels","50H230","mm",NA,1.5,50,NA,2.1757
"12813","Nippon Steels","50H230","mm",NA,1.55,50,NA,2.3257
"12814","Nippon Steels","50H230","mm",NA,1.6,50,NA,2.4756
"12815","Nippon Steels","50H230","mm",NA,1.65,50,NA,2.6085
"12816","Nippon Steels","50H230","mm",NA,1.7,50,NA,2.728
"12817","Nippon Steels","50H230","mm",NA,1.75,50,NA,2.8304
"12818","Nippon Steels","50H230","mm",NA,1.8,50,NA,2.9251
"12819","Nippon Steels","50H230","mm",NA,0,60,NA,0
"12820","Nippon Steels","50H230","mm",NA,0.1,60,NA,0.0451
"12821","Nippon Steels","50H230","mm",NA,0.2,60,NA,0.0902
"12822","Nippon Steels","50H230","mm",NA,0.3,60,NA,0.1654
"12823","Nippon Steels","50H230","mm",NA,0.4,60,NA,0.2714
"12824","Nippon Steels","50H230","mm",NA,0.5,60,NA,0.4013
"12825","Nippon Steels","50H230","mm",NA,0.6,60,NA,0.5444
"12826","Nippon Steels","50H230","mm",NA,0.7,60,NA,0.7032
"12827","Nippon Steels","50H230","mm",NA,0.8,60,NA,0.8561
"12828","Nippon Steels","50H230","mm",NA,0.9,60,NA,1.0587
"12829","Nippon Steels","50H230","mm",NA,1,60,NA,1.2655
"12830","Nippon Steels","50H230","mm",NA,1.1,60,NA,1.4932
"12831","Nippon Steels","50H230","mm",NA,1.2,60,NA,1.756
"12832","Nippon Steels","50H230","mm",NA,1.3,60,NA,2.0541
"12833","Nippon Steels","50H230","mm",NA,1.4,60,NA,2.4016
"12834","Nippon Steels","50H230","mm",NA,1.5,60,NA,2.8683
"12835","Nippon Steels","50H230","mm",NA,1.55,60,NA,3.102
"12836","Nippon Steels","50H230","mm",NA,1.6,60,NA,3.2859
"12837","Nippon Steels","50H230","mm",NA,1.65,60,NA,3.4698
"12838","Nippon Steels","50H230","mm",NA,1.7,60,NA,3.598
"12839","Nippon Steels","50H230","mm",NA,1.75,60,NA,3.7255
"12840","Nippon Steels","50H230","mm",NA,1.8,60,NA,3.8531
"12841","Nippon Steels","50H230","mm",NA,0,100,NA,0
"12842","Nippon Steels","50H230","mm",NA,0.1,100,NA,0.0098
"12843","Nippon Steels","50H230","mm",NA,0.2,100,NA,0.154
"12844","Nippon Steels","50H230","mm",NA,0.3,100,NA,0.3269
"12845","Nippon Steels","50H230","mm",NA,0.4,100,NA,0.5399
"12846","Nippon Steels","50H230","mm",NA,0.5,100,NA,0.8079
"12847","Nippon Steels","50H230","mm",NA,0.6,100,NA,1.0729
"12848","Nippon Steels","50H230","mm",NA,0.7,100,NA,1.3997
"12849","Nippon Steels","50H230","mm",NA,0.8,100,NA,1.7724
"12850","Nippon Steels","50H230","mm",NA,0.9,100,NA,2.1635
"12851","Nippon Steels","50H230","mm",NA,1,100,NA,2.6622
"12852","Nippon Steels","50H230","mm",NA,1.1,100,NA,3.1468
"12853","Nippon Steels","50H230","mm",NA,1.2,100,NA,3.691
"12854","Nippon Steels","50H230","mm",NA,1.3,100,NA,4.3371
"12855","Nippon Steels","50H230","mm",NA,1.4,100,NA,5.1459
"12856","Nippon Steels","50H230","mm",NA,1.5,100,NA,6.0437
"12857","Nippon Steels","50H230","mm",NA,1.55,100,NA,6.499
"12858","Nippon Steels","50H230","mm",NA,1.6,100,NA,6.9544
"12859","Nippon Steels","50H230","mm",NA,1.65,100,NA,NA
"12860","Nippon Steels","50H230","mm",NA,1.7,100,NA,NA
"12861","Nippon Steels","50H230","mm",NA,1.75,100,NA,NA
"12862","Nippon Steels","50H230","mm",NA,1.8,100,NA,NA
"12863","Nippon Steels","50H230","mm",NA,0,400,NA,0
"12864","Nippon Steels","50H230","mm",NA,0.1,400,NA,0.3096
"12865","Nippon Steels","50H230","mm",NA,0.2,400,NA,1.1459
"12866","Nippon Steels","50H230","mm",NA,0.3,400,NA,2.3597
"12867","Nippon Steels","50H230","mm",NA,0.4,400,NA,4.068
"12868","Nippon Steels","50H230","mm",NA,0.5,400,NA,6.0001
"12869","Nippon Steels","50H230","mm",NA,0.6,400,NA,8.4483
"12870","Nippon Steels","50H230","mm",NA,0.7,400,NA,11.2868
"12871","Nippon Steels","50H230","mm",NA,0.8,400,NA,14.8405
"12872","Nippon Steels","50H230","mm",NA,0.9,400,NA,18.8632
"12873","Nippon Steels","50H230","mm",NA,1,400,NA,23.3935
"12874","Nippon Steels","50H230","mm",NA,1.1,400,NA,28.7678
"12875","Nippon Steels","50H230","mm",NA,1.2,400,NA,35.2571
"12876","Nippon Steels","50H230","mm",NA,1.3,400,NA,42.1684
"12877","Nippon Steels","50H230","mm",NA,1.4,400,NA,49.7249
"12878","Nippon Steels","50H230","mm",NA,1.5,400,NA,58.3122
"12879","Nippon Steels","50H230","mm",NA,1.55,400,NA,62.6059
"12880","Nippon Steels","50H230","mm",NA,1.6,400,NA,66.8995
"12881","Nippon Steels","50H230","mm",NA,1.65,400,NA,NA
"12882","Nippon Steels","50H230","mm",NA,1.7,400,NA,NA
"12883","Nippon Steels","50H230","mm",NA,1.75,400,NA,NA
"12884","Nippon Steels","50H230","mm",NA,1.8,400,NA,NA
"12885","Nippon Steels","50H230","mm",NA,0,1000,NA,0
"12886","Nippon Steels","50H230","mm",NA,0.1,1000,NA,1.3746
"12887","Nippon Steels","50H230","mm",NA,0.2,1000,NA,4.5561
"12888","Nippon Steels","50H230","mm",NA,0.3,1000,NA,9.8352
"12889","Nippon Steels","50H230","mm",NA,0.4,1000,NA,16.1794
"12890","Nippon Steels","50H230","mm",NA,0.5,1000,NA,25.3375
"12891","Nippon Steels","50H230","mm",NA,0.6,1000,NA,36.3326
"12892","Nippon Steels","50H230","mm",NA,0.7,1000,NA,50.5886
"12893","Nippon Steels","50H230","mm",NA,0.8,1000,NA,67.6496
"12894","Nippon Steels","50H230","mm",NA,0.9,1000,NA,86.1233
"12895","Nippon Steels","50H230","mm",NA,1,1000,NA,109.607
"12896","Nippon Steels","50H230","mm",NA,1.1,1000,NA,137.7283
"12897","Nippon Steels","50H230","mm",NA,1.2,1000,NA,169.5813
"12898","Nippon Steels","50H230","mm",NA,1.3,1000,NA,202.7842
"12899","Nippon Steels","50H230","mm",NA,1.4,1000,NA,235.9872
"12900","Nippon Steels","50H230","mm",NA,1.5,1000,NA,269.1902
"12901","Nippon Steels","50H230","mm",NA,1.55,1000,NA,285.7916
"12902","Nippon Steels","50H230","mm",NA,1.6,1000,NA,302.3931
"12903","Nippon Steels","50H230","mm",NA,1.65,1000,NA,NA
"12904","Nippon Steels","50H230","mm",NA,1.7,1000,NA,NA
"12905","Nippon Steels","50H230","mm",NA,1.75,1000,NA,NA
"12906","Nippon Steels","50H230","mm",NA,1.8,1000,NA,NA
"12907","Nippon Steels","50H250","mm",NA,0,50,NA,0
"12908","Nippon Steels","50H250","mm",NA,0.1,50,NA,0.0393
"12909","Nippon Steels","50H250","mm",NA,0.2,50,NA,0.0787
"12910","Nippon Steels","50H250","mm",NA,0.3,50,NA,0.1306
"12911","Nippon Steels","50H250","mm",NA,0.4,50,NA,0.2101
"12912","Nippon Steels","50H250","mm",NA,0.5,50,NA,0.3073
"12913","Nippon Steels","50H250","mm",NA,0.6,50,NA,0.4207
"12914","Nippon Steels","50H250","mm",NA,0.7,50,NA,0.5288
"12915","Nippon Steels","50H250","mm",NA,0.8,50,NA,0.6758
"12916","Nippon Steels","50H250","mm",NA,0.9,50,NA,0.8061
"12917","Nippon Steels","50H250","mm",NA,1,50,NA,0.9646
"12918","Nippon Steels","50H250","mm",NA,1.1,50,NA,1.1371
"12919","Nippon Steels","50H250","mm",NA,1.2,50,NA,1.3297
"12920","Nippon Steels","50H250","mm",NA,1.3,50,NA,1.6089
"12921","Nippon Steels","50H250","mm",NA,1.4,50,NA,1.9002
"12922","Nippon Steels","50H250","mm",NA,1.5,50,NA,2.2429
"12923","Nippon Steels","50H250","mm",NA,1.55,50,NA,2.4317
"12924","Nippon Steels","50H250","mm",NA,1.6,50,NA,2.5733
"12925","Nippon Steels","50H250","mm",NA,1.65,50,NA,2.6648
"12926","Nippon Steels","50H250","mm",NA,1.7,50,NA,2.7579
"12927","Nippon Steels","50H250","mm",NA,1.75,50,NA,2.8757
"12928","Nippon Steels","50H250","mm",NA,1.8,50,NA,2.9935
"12929","Nippon Steels","50H250","mm",NA,0,60,NA,0
"12930","Nippon Steels","50H250","mm",NA,0.1,60,NA,0.0446
"12931","Nippon Steels","50H250","mm",NA,0.2,60,NA,0.0892
"12932","Nippon Steels","50H250","mm",NA,0.3,60,NA,0.1599
"12933","Nippon Steels","50H250","mm",NA,0.4,60,NA,0.2718
"12934","Nippon Steels","50H250","mm",NA,0.5,60,NA,0.3946
"12935","Nippon Steels","50H250","mm",NA,0.6,60,NA,0.5434
"12936","Nippon Steels","50H250","mm",NA,0.7,60,NA,0.6874
"12937","Nippon Steels","50H250","mm",NA,0.8,60,NA,0.8584
"12938","Nippon Steels","50H250","mm",NA,0.9,60,NA,1.0538
"12939","Nippon Steels","50H250","mm",NA,1,60,NA,1.2548
"12940","Nippon Steels","50H250","mm",NA,1.1,60,NA,1.4732
"12941","Nippon Steels","50H250","mm",NA,1.2,60,NA,1.7465
"12942","Nippon Steels","50H250","mm",NA,1.3,60,NA,2.0704
"12943","Nippon Steels","50H250","mm",NA,1.4,60,NA,2.4309
"12944","Nippon Steels","50H250","mm",NA,1.5,60,NA,2.8535
"12945","Nippon Steels","50H250","mm",NA,1.55,60,NA,3.1092
"12946","Nippon Steels","50H250","mm",NA,1.6,60,NA,3.2995
"12947","Nippon Steels","50H250","mm",NA,1.65,60,NA,3.442
"12948","Nippon Steels","50H250","mm",NA,1.7,60,NA,3.5837
"12949","Nippon Steels","50H250","mm",NA,1.75,60,NA,3.7229
"12950","Nippon Steels","50H250","mm",NA,1.8,60,NA,3.8621
"12951","Nippon Steels","50H250","mm",NA,0,100,NA,0
"12952","Nippon Steels","50H250","mm",NA,0.1,100,NA,0.0649
"12953","Nippon Steels","50H250","mm",NA,0.2,100,NA,0.1522
"12954","Nippon Steels","50H250","mm",NA,0.3,100,NA,0.3144
"12955","Nippon Steels","50H250","mm",NA,0.4,100,NA,0.5298
"12956","Nippon Steels","50H250","mm",NA,0.5,100,NA,0.7777
"12957","Nippon Steels","50H250","mm",NA,0.6,100,NA,1.0455
"12958","Nippon Steels","50H250","mm",NA,0.7,100,NA,1.3664
"12959","Nippon Steels","50H250","mm",NA,0.8,100,NA,1.7278
"12960","Nippon Steels","50H250","mm",NA,0.9,100,NA,2.0893
"12961","Nippon Steels","50H250","mm",NA,1,100,NA,2.5741
"12962","Nippon Steels","50H250","mm",NA,1.1,100,NA,3.0693
"12963","Nippon Steels","50H250","mm",NA,1.2,100,NA,3.6222
"12964","Nippon Steels","50H250","mm",NA,1.3,100,NA,4.2996
"12965","Nippon Steels","50H250","mm",NA,1.4,100,NA,5.1368
"12966","Nippon Steels","50H250","mm",NA,1.5,100,NA,6.011
"12967","Nippon Steels","50H250","mm",NA,1.55,100,NA,6.4493
"12968","Nippon Steels","50H250","mm",NA,1.6,100,NA,6.8876
"12969","Nippon Steels","50H250","mm",NA,1.65,100,NA,NA
"12970","Nippon Steels","50H250","mm",NA,1.7,100,NA,NA
"12971","Nippon Steels","50H250","mm",NA,1.75,100,NA,NA
"12972","Nippon Steels","50H250","mm",NA,1.8,100,NA,NA
"12973","Nippon Steels","50H250","mm",NA,0,400,NA,0
"12974","Nippon Steels","50H250","mm",NA,0.1,400,NA,0.2378
"12975","Nippon Steels","50H250","mm",NA,0.2,400,NA,1.1523
"12976","Nippon Steels","50H250","mm",NA,0.3,400,NA,2.377
"12977","Nippon Steels","50H250","mm",NA,0.4,400,NA,3.946
"12978","Nippon Steels","50H250","mm",NA,0.5,400,NA,5.9353
"12979","Nippon Steels","50H250","mm",NA,0.6,400,NA,8.2025
"12980","Nippon Steels","50H250","mm",NA,0.7,400,NA,10.9777
"12981","Nippon Steels","50H250","mm",NA,0.8,400,NA,14.2156
"12982","Nippon Steels","50H250","mm",NA,0.9,400,NA,17.8653
"12983","Nippon Steels","50H250","mm",NA,1,400,NA,21.9263
"12984","Nippon Steels","50H250","mm",NA,1.1,400,NA,27.6149
"12985","Nippon Steels","50H250","mm",NA,1.2,400,NA,33.5481
"12986","Nippon Steels","50H250","mm",NA,1.3,400,NA,40.5749
"12987","Nippon Steels","50H250","mm",NA,1.4,400,NA,48.5694
"12988","Nippon Steels","50H250","mm",NA,1.5,400,NA,55.8581
"12989","Nippon Steels","50H250","mm",NA,1.55,400,NA,59.5025
"12990","Nippon Steels","50H250","mm",NA,1.6,400,NA,63.1468
"12991","Nippon Steels","50H250","mm",NA,1.65,400,NA,NA
"12992","Nippon Steels","50H250","mm",NA,1.7,400,NA,NA
"12993","Nippon Steels","50H250","mm",NA,1.75,400,NA,NA
"12994","Nippon Steels","50H250","mm",NA,1.8,400,NA,NA
"12995","Nippon Steels","50H250","mm",NA,0,1000,NA,0
"12996","Nippon Steels","50H250","mm",NA,0.1,1000,NA,1.311
"12997","Nippon Steels","50H250","mm",NA,0.2,1000,NA,4.6452
"12998","Nippon Steels","50H250","mm",NA,0.3,1000,NA,10.0441
"12999","Nippon Steels","50H250","mm",NA,0.4,1000,NA,16.5252
"13000","Nippon Steels","50H250","mm",NA,0.5,1000,NA,24.8223
"13001","Nippon Steels","50H250","mm",NA,0.6,1000,NA,34.4504
"13002","Nippon Steels","50H250","mm",NA,0.7,1000,NA,46.2499
"13003","Nippon Steels","50H250","mm",NA,0.8,1000,NA,61.6689
"13004","Nippon Steels","50H250","mm",NA,0.9,1000,NA,81.5804
"13005","Nippon Steels","50H250","mm",NA,1,1000,NA,103.9162
"13006","Nippon Steels","50H250","mm",NA,1.1,1000,NA,130.1154
"13007","Nippon Steels","50H250","mm",NA,1.2,1000,NA,163.4244
